original_term,normalized,canonical,frequency,is_garbage,level_2,level_2_description,level_3,level_3_description
support vector machine-Markov random field (SVM-MRF) classification,Support Vector Machine Markov Random Field (SVM MRF) Classification,Support Vector Machine Markov Random Field (SVM MRF) Classification,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
support vector machine regression,Support Vector Machine Regression,Support Vector Machine Regression,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
Support Vector One-Class Classification,Support Vector One Clas Classification,Support Vector One Clas Classification,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
Support Vector Regression,Support Vector Regression,Support Vector Regression,2,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
Support Vector Regressor (SVR),Support Vector Regressor (SVR),Support Vector Regressor (SVR),1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
tensor algebra,Tensor Algebra,Tensor Algebra,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
Tensor Decomposition,Tensor Decomposition,Tensor Decomposition,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
tensor decomposition,Tensor Decomposition,Tensor Decomposition,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
total variation regularized low-rank tensor decomposition,Total Variation Regularized Low Rank Tensor Decomposition,Total Variation Regularized Low Rank Tensor Decomposition,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
Tucker Decomposition,Tucker Decomposition,Tucker Decomposition,1,False,L2-15: Machine Learning & Supervised Classification,"Statistical learning algorithms trained on labelled examples to classify or predict outcomes, using hand-crafted features rather than end-to-end learning. Examples: Support Vector Machines (SVM), Random Forests, Gradient Boosting, Decision Trees, k-Nearest Neighbours, Naive Bayes.",L3-017: Support Vector Machine Variants,"This cluster encompasses Support Vector Machine algorithms and their specific extensions, including classification, regression, and specialized kernels, alongside related dimensionality reduction and data augmentation techniques often used in conjunction with SVMs."
